Author,gender,ethnicity,queer
Peter V. Brett,Man,White,FALSE
Peter Watts,Man,White,FALSE
Petros Triantafyllou,Man,White,FALSE
Phil Tucker,Man,White,FALSE
Phil Williams,Man,White,FALSE
Philip & Carol Zelinsky,Unknown,White,FALSE
Philip C. Quaintrell,Man,White,FALSE
Philip Daileader,Man,White,FALSE
Philip Fracassi,Man,White,FALSE
Philip Jose Farmer,Man,Hispanic,FALSE
Philip K. Dick,Man,White,FALSE
Philip Pullman,Man,White,FALSE
Phoebe Wagner & Bronte Christopher Wieland,Unknown,Unknown,None
Phyllis Ann Karr,Woman,White,FALSE
Pierce Brown,Man,White,FALSE
Pierre Boulle,Man,White,FALSE
Pierre Pevel,Man,White,FALSE
Piers Anthony,Man,White,FALSE
Piraeaba,Unknown,Unknown,None
Pirateaba,Unknown,Unknown,None
Polly Ho-Yen,Woman,Asian,FALSE
Poppy Z. Brite,Woman,White,TRUE
Poul Anderson,Man,White,FALSE
Premee Mohamed,Woman,Asian,FALSE
Priest,Woman,Asian,FALSE
Project Itoh,Man,Asian,FALSE
Prudence Shen,Woman,Asian,FALSE
Qcode,Unknown,Unknown,None
qntm,Man,White,FALSE
Quan Barry,Woman,Asian,FALSE
Quenby Olson,Woman,White,FALSE
QuietValerie,Woman,White,TRUE
Quill Moniker,Man,White,FALSE
R. Cooper,Nonbinary,White,TRUE
R. Scott Bakker,Man,White,FALSE
R.A. Lafferty,Man,White,FALSE
R.A. MacAvoy,Woman,White,FALSE
R.A. Mejia,Man,Hispanic,FALSE
R.A. Salvatore,Man,White,FALSE
R.B. Lemberg,Nonbinary,White,TRUE
R.E. Stearns,Woman,White,FALSE
R.F. Kuang,Woman,Asian,FALSE
R.J. Barker,Man,White,FALSE
R.J. Theodore,Nonbinary,White,TRUE
R.P. Jones,Man,White,FALSE
R.S. Belcher,Man,White,FALSE
R.S. Craig,Man,White,FALSE
Rachel Aaron,Woman,White,FALSE
Rachel Aaron & Travis Bach,Unknown,White,FALSE
Rachel Caine,Woman,White,FALSE
Rachel Emma Shaw,Woman,White,FALSE
Rachel Griffin,Woman,White,FALSE
Rachel Harrison,Woman,White,FALSE
Rachel Hartman,Woman,White,FALSE
Rachel Kaine,Woman,White,FALSE
Rachel Kasten,Woman,White,FALSE
Rachel Kastin & Daniel Gailbraith,Unknown,White,FALSE
Rachel Manija Brown,Woman,White,TRUE
Rachel Neumeier,Woman,White,TRUE
Rachel Smythe,Woman,White,FALSE
Rachel Swirsky,Woman,White,FALSE
Rachel Yoder,Woman,White,FALSE
Racoona Sheldon,Woman,White,FALSE
Rae Carson,Woman,White,FALSE
Rae Carson & Vina Jie-Min Prasad & Naomi Kritzer & Yoon Ha Lee & T. Kingfisher & John Wiswell,Woman,Asian,TRUE
Rafael Chandler,Man,White,FALSE
Rain Oxford,Woman,White,FALSE
Rainbow Rowell,Woman,White,FALSE
Ramin Zahed,Man,Asian,FALSE
Randall Cooper,Man,White,FALSE
Ransom Riggs,Man,White,FALSE
Raven Kennedy,Woman,White,FALSE
Ravens Dagger,Unknown,Unknown,None
Rawan Yaghi,Woman,Asian,FALSE
Ray Bradbury,Man,White,FALSE
Ray Nayler,Man,White,FALSE
Ray Russell,Man,White,FALSE
Ray Wood,Man,Unknown,None
Raymond A. Villareal,Man,Hispanic,FALSE
Raymond E. Feist,Man,White,FALSE
Raymond E. Feist & Janny Wurts,Unknown,White,FALSE
Raymond St. Elmo,Man,White,FALSE
Rebecca Bapaye,Woman,White,FALSE
Rebecca Kim Wells,Woman,Asian,TRUE
Rebecca Levene,Woman,White,FALSE
Rebecca Roanhorse,Woman,Native,FALSE
Rebecca Ross,Woman,White,FALSE
Rebecca Schaeffer,Woman,White,FALSE
Rebecca Stead,Woman,White,FALSE
Reimena Yee,Woman,Asian,FALSE
Rem Wigmore,Nonbinary,White,TRUE
Rena Barron,Woman,Black,FALSE
Rena Rossner,Woman,White,FALSE
Rene Depestre,Man,Black,FALSE
Renee Ahdieh,Woman,Asian,FALSE
Renee Dugan,Woman,White,FALSE
Rhett C. Bruno,Man,White,FALSE
Rhiannon Thomas,Woman,White,FALSE
Rhonda Parrish,Woman,White,FALSE
Rian Hughes,Man,White,FALSE
Rich Larson,Man,White,FALSE
Richard Adams,Man,White,FALSE
Richard Fierce,Man,White,FALSE
Richard Ford Burley,Man,White,FALSE
Richard Fox,Man,White,FALSE
Richard J. Hansen,Man,White,FALSE
Richard K. Morgan,Man,White,TRUE
Richard Kadrey,Man,White,FALSE
Richard Marsh,Man,White,FALSE
Richard Matheson,Man,White,FALSE
Richard Nell,Man,White,FALSE
Richard Paul Russo,Man,White,FALSE
Richard Powers,Man,White,FALSE
Richard Roberts,Man,White,FALSE
Richard Swan,Man,White,FALSE
Richard Thomas,Man,White,FALSE
Richard Williams,Man,White,FALSE
Richelle Mead,Woman,White,FALSE
Richie Narvaez,Man,Hispanic,FALSE
Rick Cook,Man,White,FALSE
Rick Riordan,Man,White,FALSE
Rifujin Na Magonote,Man,Asian,FALSE
Riley Sager,Man,White,FALSE
Rin Chupeco,Nonbinary,Asian,TRUE
Rivers Solomon,Nonbinary,Black,TRUE
Roald Dahl,Man,White,FALSE
Rob J. Hayes,Man,White,FALSE
Robbie Arnott,Man,White,FALSE
Robert Asprin,Man,White,FALSE
Robert Brockway,Man,White,FALSE
Robert Dimsdale,Man,White,FALSE
Robert E. Howard,Man,White,FALSE
Robert H. Fleming,Man,White,FALSE
Robert Heinlein,Man,White,FALSE
Robert Holdstock,Man,White,FALSE
Robert J. Power,Man,White,FALSE
Robert J. Sawyer,Man,White,FALSE
Robert Jackson Bennett,Man,White,FALSE
Robert Jordan,Man,White,FALSE
Robert Jordan & Brandon Sanderson,Man,White,FALSE
Robert Jordan & Harriet McDougal & Alan Romanczuk & Maria Simons,Man,White,FALSE
Robert Kirkman,Man,White,FALSE
Robert L. Forward,Man,White,FALSE
Robert Louis Stevenson,Man,White,FALSE
Robert Lynn Aspin,Man,White,FALSE
Robert McCammon,Man,White,FALSE
Robert Olen Butler,Man,White,FALSE
Robert Scheckley,Man,White,FALSE
Robert Silverberg,Man,White,FALSE
Robert V.S. Redick,Man,White,FALSE
Robert Vane,Man,White,FALSE
Robert W. Chambers,Man,White,FALSE
Roberto Aguirre-Sacasa,Man,White,TRUE
Robin D. Laws,Man,White,FALSE
Robin Hobb,Woman,White,FALSE
Robin Lythgoe,Woman,White,FALSE
Robin McKinley,Woman,White,FALSE
Robin Sloan,Man,White,FALSE
Robyn Peterman,Woman,White,FALSE
Roger Bellini,Man,White,FALSE
Roger Luckhurst,Man,White,FALSE
Roger Zelazny,Man,White,FALSE
Rokeya Sakhawat,Woman,Asian,FALSE
Romina Garber,Woman,Hispanic,FALSE
Ron Walters,Man,White,FALSE
Ronald Kelly,Man,White,FALSE
Roque Larraquy,Man,Hispanic,FALSE
Rory Michaelson,Nonbinary,White,TRUE
Rory Power,Woman,White,TRUE
Rosa Montero,Woman,White,FALSE
Rosa Rankin-Gee,Woman,White,FALSE
Rosalie Morales Kearns,Woman,Hispanic,FALSE
Rosalie Oaks,Woman,White,FALSE
Rosaria Munda,Woman,White,FALSE
Rose Macaulay,Woman,White,FALSE
Rose Szabo,Nonbinary,White,TRUE
Roseanne A. Brown,Woman,Black,FALSE
Roseanne Montillo,Woman,Hispanic,FALSE
Rosemary Haughton,Woman,White,FALSE
Rosemary Kirstein,Woman,White,FALSE
Rosemary Sutcliff,Woman,White,FALSE
Roshani Chokshi,Woman,Asian,FALSE
Roslyn Sinclair,Woman,White,TRUE
Rotten Apple,Man,Asian,FALSE
Rowan Speedwell,Woman,White,FALSE
Rowenna Miller,Woman,White,FALSE
Roz Kaveney,Woman,White,TRUE
Ruby Dixon,Woman,White,FALSE
Rudy Ruiz,Man,Hispanic,FALSE
Rupert Chesterton,Man,White,FALSE
Ruth Hogan,Woman,White,FALSE
Ruthanna Emrys,Woman,White,FALSE
Ryan Cahill,Man,White,FALSE
Ryan Cormier,Man,White,FALSE
Ryan Kirk,Man,White,FALSE
Ryan La Sala,Nonbinary,Hispanic,TRUE
Ryan Leslie,Man,White,FALSE
Ryan North,Man,White,FALSE
Ryk E. Spoor,Man,White,FALSE
Ryka Aoki,Woman,Asian,TRUE
Ryohgo Narita,Man,Asian,FALSE
Ryoko Kui,Woman,Asian,FALSE
Ryusen Hirotsugu,Unknown,Asian,FALSE
S. Jae-Jones,Nonbinary,Asian,TRUE
S. Qiouyi Lu,Nonbinary,Asian,TRUE
S.A. Chakraborty,Woman,White,FALSE
S.A. Hunt,Woman,White,TRUE
S.A. Jones,Woman,White,FALSE
S.A. Tholin,Woman,White,FALSE
S.B. Divya,Nonbinary,Asian,TRUE
S.C. Butler,Man,White,FALSE
S.C. Jensen,Woman,White,FALSE
S.D. Simper,Woman,White,TRUE
S.D. Smith,Man,White,FALSE
S.E. Robertson,Woman,White,FALSE
S.H. Jucha,Man,White,FALSE
S.J. Costello,Nonbinary,White,TRUE
S.J. Hull,Unknown,Unknown,None
S.J. Sindu,Woman,Asian,FALSE
S.K. Dunstall,Woman,White,FALSE
S.K. Vaughn,Unknown,Unknown,None
S.L. Dove Cooper,Nonbinary,White,TRUE
S.L. Huang,Woman,Asian,FALSE
S.M. Boyce,Woman,White,FALSE
S.M. Stirling,Man,White,FALSE
S.M. Wheeler,Woman,Unknown,None
S.N. Lewitt,Woman,White,FALSE
S.T. Gibson,Woman,White,FALSE
Saad Z. Hossain,Man,Asian,FALSE
Sabaa Tahir,Woman,Asian,FALSE
Sabrina Vourvoulias,Woman,Hispanic,FALSE
Saladin Ahmed,Man,Asian,FALSE
Sally Green,Woman,White,FALSE
Salman Rushdie,Man,Asian,FALSE
Sam Argent,Woman,White,FALSE
Sam Farren,Nonbinary,Hispanic,TRUE
Sam Feuerbach,Man,White,FALSE
Sam Hawke,Woman,White,FALSE
Sam J. Miller,Man,White,FALSE
Sam Starbuck,Man,White,FALSE
Samanta Schweblin,Woman,Hispanic,FALSE
Samantha Shannon,Woman,White,FALSE
Sami Schalk,Woman,Black,TRUE
Sami Shah,Man,Asian,FALSE
Samit Basu,Man,Asian,FALSE
Samuel Gately,Man,White,FALSE
Samuel R. Delany,Man,Black,TRUE
Sandra Lawrence,Woman,White,FALSE
Sandy Mitchell,Man,White,FALSE
Sangu Mandanna,Woman,Asian,FALSE
Sara Bergmark Elfgren,Woman,White,FALSE
Sara C. Roethle,Woman,White,FALSE
Sara Clancy,Woman,White,FALSE
Sara Douglass,Woman,White,FALSE
Sarah Addison Allen,Woman,White,FALSE
Sarah Adlakha,Woman,White,FALSE
Sarah Beth Durst,Woman,White,FALSE
Sarah Chorn,Woman,White,TRUE
Sarah Dreher,Woman,White,TRUE
Sarah Flannery Murphy,Woman,White,FALSE
Sarah Gailey,Nonbinary,White,TRUE
Sarah Glenn Marsh,Woman,White,TRUE
Sarah Hawke,Woman,White,FALSE
Sarah J. Maas,Woman,White,FALSE
Sarah Joy Adams,Woman,White,FALSE
Sarah K. L. Wilson,Woman,White,FALSE
Sarah Kozloff,Woman,White,FALSE
Sarah Langan,Woman,White,FALSE
Sarah Lin,Woman,Asian,FALSE
Sarah MacLean,Woman,White,FALSE
Sarah Mensinga,Woman,White,FALSE
Sarah Monette,Woman,White,FALSE
Sarah Painter,Woman,White,FALSE
Sarah Penner,Woman,White,FALSE
Sarah Pinsker,Woman,White,TRUE
Sarah Rees Brennan,Woman,White,FALSE
Sarah Tolmie,Woman,White,TRUE
Sarah Waters,Woman,White,TRUE
Sarah Zettel,Woman,White,FALSE
Sarena Ulibarri,Woman,White,FALSE
Sarwat Chadda,Man,Asian,FALSE
Sascha Stronach,Man,Native,FALSE
Sasha Peyton Smith,Woman,White,FALSE
Savinien de Cyrano de Bergerac,Man,White,FALSE
Sayaka Murata,Woman,Asian,FALSE
Scarlett Gale,Woman,White,TRUE
Scarlett St. Clair,Woman,White,FALSE
Schuyler Hernstrom,Man,White,FALSE
Scott Browder,Man,White,FALSE
Scott Gable & C. Dombrowski,Man,White,FALSE
Scott Hawkins,Man,White,FALSE
Scott Kenemore,Man,White,FALSE
Scott Lynch,Man,White,FALSE
Scott McCloud,Man,White,FALSE
Scott McGough,Man,White,FALSE
Scott Meyer,Man,White,FALSE
Scott Oden,Man,White,FALSE
Scott Reintgen,Man,White,FALSE
Scott Sigler,Man,White,FALSE
Scott Smith,Man,White,FALSE
Scott Warren,Man,White,FALSE
Scott Westerfeld,Man,White,FALSE
Scotto Moore,Man,White,FALSE
Sean Howe,Man,White,FALSE
Sean Russell,Man,White,FALSE
Sean Stewart,Man,White,FALSE
Seana Kelly,Woman,White,FALSE
Seanan McGuire,Woman,White,TRUE
Sebastian Nothwell,Man,White,TRUE
Sebastien de Castell,Man,White,FALSE
Selkie Myth,Woman,White,FALSE
Senaa Ahmad,Woman,Asian,FALSE
Sequoia Nagamatsu,Woman,Asian,FALSE
Serge Brussolo,Man,White,FALSE
Set Sytes,Man,White,TRUE
Seth Dickinson,Man,White,FALSE
Seymour Zeynalli,Man,White,FALSE
Shakirah Bourne,Woman,Black,FALSE
Shami Stovall,Woman,White,FALSE
Shane Arbuthnott,Man,White,FALSE
Shanna Swendson,Woman,White,FALSE
Shannon Hale,Woman,White,FALSE
Shannon Mayer,Woman,White,FALSE
Shannon Messenger,Woman,White,FALSE
Shaoni C. White,Nonbinary,Asian,TRUE
Sharon Lee & Steve Miller,Unknown,White,FALSE
Sharon Shinn,Woman,White,FALSE
Sharyn November,Woman,White,FALSE
Shaun David Hutchinson,Man,White,FALSE
Shaun Paul Stevens,Man,White,FALSE
Shawn Speakman,Man,White,FALSE
Shay K. Azoulay,Man,White,FALSE
ShayneT,Man,White,FALSE
Shea Ernshaw,Woman,White,FALSE
Shea Godfrey,Woman,White,FALSE
Shelby Mahurin,Woman,White,FALSE
Shelley Laurenston,Woman,White,FALSE
Shelley Parker-Chan,Nonbinary,Asian,TRUE
Shelly Campbell,Woman,White,FALSE
Shemer Kuznits,Man,White,FALSE
Sheri S. Tepper,Woman,White,FALSE
Sherry Thomas,Woman,Asian,FALSE
Sherwood Smith,Woman,White,FALSE
Shin Noah,Man,Asian,FALSE
Shion Miura,Woman,Asian,FALSE
Shirley Hughes,Woman,White,FALSE
Shirley Jackson,Woman,White,FALSE
Shirtaloon,Man,White,FALSE
Shiv Ramdas,Man,Asian,FALSE
Shogo Kinugasa,Man,Asian,FALSE
Sidney Wainwright,Man,White,FALSE
sieley,Unknown,Unknown,None
Sienna Tristen,Woman,White,TRUE
Sifton Tracey Anipare,Woman,Black,FALSE
Signe Pike,Woman,White,FALSE
Silvia Moreno-Garcia,Woman,Hispanic,FALSE
Silvia Moreno-Garcia & Paula R. Stiles,Woman,Hispanic,FALSE
Sim Kern,Nonbinary,White,TRUE
Simon Hanselmann,Man,White,TRUE
Simon Hawke,Man,White,FALSE
Simon Haynes,Man,White,FALSE
Simon Ings,Man,White,FALSE
Simon Jimenez,Man,Asian,TRUE
Simon R. Green,Man,White,FALSE
Simon Spurrier,Man,White,FALSE
Simon Stalenhag,Man,White,FALSE
Simonetta Carr,Woman,White,FALSE
Siobhan Carroll,Woman,White,FALSE
Sjon,Man,White,FALSE
Skyla Dawn Cameron,Woman,White,FALSE
Snorri Hergill Kristjansson,Man,White,FALSE
Sofia Drummond-Moore,Woman,White,FALSE
Sofia Samatar,Woman,Black,FALSE
Sofia Segovia,Woman,Hispanic,FALSE
Somaiya Daud,Woman,Black,FALSE
Soman Chainani,Man,Asian,TRUE
Songling Pu,Man,Asian,FALSE
Sonia Hartl,Woman,White,FALSE
Sonia Nimr,Woman,Asian,FALSE
Sonia Suleiman,Woman,Asian,FALSE
Sophie Hannah,Woman,White,FALSE
Sophie Whittemore,Woman,Asian,FALSE
Sosuke Natsukawa,Man,Asian,FALSE
Stanislaw Lem,Man,White,FALSE
Stark Holborn,Nonbinary,White,TRUE
Stefan Bachmann,Man,White,FALSE
Stefan Spjut,Man,White,FALSE
Stepan Kopriva,Man,White,FALSE
Steph Swainston,Woman,White,FALSE
Stephan R. Bellem,Man,White,FALSE
Stephanie Burgis,Woman,White,FALSE
Stephanie Garber,Woman,White,FALSE
Stephanie Meyer,Woman,White,FALSE
Stephen Aryan,Man,Asian,FALSE
Stephen Baxter,Man,White,FALSE
Stephen Blackmoore,Man,White,FALSE
Stephen Fry,Man,White,FALSE
Stephen Gould,Man,White,FALSE
Stephen Graham Jones,Man,Native,FALSE
Stephen King,Man,White,FALSE
Stephen R. Donaldson,Man,White,FALSE
Stephen R. Lawhead,Man,White,FALSE
Steve McHugh,Man,White,FALSE
Steve Parker,Unknown,White,FALSE
Steve Thomas,Man,White,FALSE
Steven Appleby,Man,White,FALSE
Steven Barnes,Man,Black,FALSE
Steven Brust,Man,White,FALSE
Steven Erikson,Man,White,FALSE
Steven Gould,Man,White,FALSE
Steven R. Boyett,Man,White,FALSE
stewart92,Unknown,Unknown,None
Stina Leicht,Woman,White,FALSE
Stranglerfig,Unknown,Unknown,None
Stuart R. McCafferty,Man,White,FALSE
Stuart Turton,Man,White,FALSE
Sue Burke,Woman,White,FALSE
Sue Lynn Tan,Woman,Asian,FALSE
Sue Rainsford,Woman,White,FALSE
Sui Ishida,Man,Asian,FALSE
Suleikha Snyder,Woman,Black,FALSE
Susan Cooper,Woman,White,FALSE
Susan Dennard,Woman,White,TRUE
Susan Greenwood,Woman,White,FALSE
Susan Palwick,Woman,White,FALSE
Susanna Clarke,Woman,White,FALSE
Suyi Davies Okungbowa,Man,Black,FALSE
Suzannah Rowntree,Woman,White,FALSE
Suzanne Collins,Woman,White,FALSE
Suzanne Walker & Wendy Xu,Woman,Asian,FALSE
Suzanne Wright,Woman,White,FALSE
Suzanne Young,Woman,White,FALSE
Sylvain Neuvel,Man,White,FALSE
Sylvia Mercedes,Woman,White,FALSE
Sylvia Townsend Warner,Woman,White,FALSE
T. Frohock,Woman,White,FALSE
T. Kingfisher,Woman,White,FALSE
T.A. White,Woman,White,FALSE
T.H. White,Man,White,FALSE
T.J. Klune,Man,White,TRUE
T.L. Greylock,Woman,White,TRUE
T.L. Huchu,Man,Black,FALSE
Ta-Nehisi Coates,Man,Black,FALSE
Tabitha Bird,Woman,White,FALSE
Tad Williams,Man,White,FALSE
Tade Thompson,Man,Black,FALSE
Tahereh Mafi,Woman,Asian,FALSE
Tamara Macfarlane,Woman,White,FALSE
Tamora Pierce,Woman,White,FALSE
Tamsyn Muir,Woman,White,TRUE
Tananarive Due,Woman,Black,FALSE
Tanith Lee,Woman,White,FALSE
Tanya Huff,Woman,White,FALSE
Tanya Lapointe,Woman,White,FALSE
Tao Wong,Man,Asian,FALSE
Tao Wong & A.G. Marshall,Man,Asian,FALSE
Tara Grayce,Woman,White,FALSE
Tara Sim,Woman,Asian,FALSE
Tasha Suri,Woman,Asian,FALSE
Tatsuki Fujimoto,Man,Asian,FALSE
Tatsuya Endo,Man,Asian,FALSE
Ted Chiang,Man,Asian,FALSE
Tehlor Kay Mejia,Woman,Hispanic,TRUE
Tehlor Kay Mejia & Anna-Marie McLemore,Woman,Hispanic,TRUE
Temi Oh,Woman,Black,FALSE
Terry Brooks,Man,White,FALSE
Terry Mancour,Man,White,FALSE
Terry Miles,Man,White,FALSE
Terry Moore,Man,White,FALSE
Terry Pratchett,Man,White,FALSE
Terry Pratchett & Neil Gaiman,Man,White,FALSE
Terry Pratchett & Stephen Baxter,Man,White,FALSE
Tessa Gratton,Nonbinary,White,TRUE
Tessa Hastjarjanto,Woman,Asian,FALSE
Tessonja Odette,Woman,White,FALSE
The Whisperforge,Unknown,Unknown,None
Thea Lim,Woman,Asian,FALSE
Theodora Goss,Woman,White,FALSE
Theodore Sturgeon,Man,White,FALSE
TheOldAquarian,Unknown,Unknown,None
Thilo Corzilius,Man,White,FALSE
ThinkTwice,Unknown,Unknown,None
Thomas Ha,Man,Asian,FALSE
Thomas King,Man,Native,FALSE
Thomas Ligotti,Man,White,FALSE
Thomas Olde Heuvelt,Man,White,FALSE
Thomas Webb,Man,Black,FALSE
Thoraiya Dyer,Woman,White,FALSE
Tillie Walden,Woman,White,TRUE
Tilly Wallace,Woman,White,FALSE
Tim Hardie,Man,White,FALSE
Tim Miller & David Fincher,Unknown,White,FALSE
Tim Powers,Man,White,FALSE
Tim Pratt,Man,White,FALSE
Tim Stretton,Man,White,FALSE
Tim Waggoner,Man,White,FALSE
Timandra Whitecastle,Woman,White,FALSE
Timothy Hickson,Man,White,FALSE
Timothy Mudie,Man,White,FALSE
Timothy S. Currey,Man,White,FALSE
Timothy Zahn,Man,White,FALSE
Tina Connolly,Woman,White,TRUE
Tobias Buckell,Man,Black,FALSE
Tobin Marks,Man,White,FALSE
Tochi Onyebuchi,Man,Black,FALSE
Todd Herzman,Man,White,FALSE
Tom Beckerlegge,Man,White,FALSE
Tom De Haan,Man,White,FALSE
Tom Dumbrell,Man,White,FALSE
Tom Holt,Man,White,FALSE
Tom Lin,Man,Asian,FALSE
Tom Miller,Man,White,FALSE
Tom Scioli,Man,White,FALSE
Tom Shippey,Man,White,FALSE
Tom Shone,Man,White,FALSE
Tom Siddell,Man,White,FALSE
Tom Sweterlitsch,Man,White,FALSE
Tom Wolfe,Man,White,FALSE
Tomi Adeyemi,Woman,Black,FALSE
Toni Morrison,Woman,Black,FALSE
Tori Bovalino,Woman,White,FALSE
Toshikazu Kawaguchi,Man,Asian,FALSE
Tracy Deonn,Woman,Black,FALSE
Tracy Townsend,Woman,White,FALSE
Tracy Wolff,Woman,White,FALSE
Travis Bagwell,Man,White,FALSE
Travis Baldree,Man,White,TRUE
Travis M. Riddle,Man,White,TRUE
Trent Dalton,Man,White,FALSE
Trenton Lee Stewart,Man,White,FALSE
Trevor Alan Foris,Man,White,FALSE
Tricia Levenseller,Woman,White,FALSE
Trudi Canavan,Woman,White,FALSE
Trudie Skies,Woman,White,FALSE
Trung Le Nguyen,Man,Asian,TRUE
Tsana Dolichva,Woman,White,FALSE
TurtleMe,Man,White,FALSE
Tyler Hayes,Man,White,FALSE
Tyler Whitesides,Man,White,FALSE
Tzvetan Todorov,Man,White,FALSE
Ueda Akinari,Man,Asian,FALSE
Ulla Thynell,Woman,White,FALSE
Umberto Eco,Man,White,FALSE
Un-Su Kim,Man,Asian,FALSE
Uri Kurlianchik,Man,White,FALSE
Ursula K. LeGuin,Woman,White,FALSE
Ursula K. Leguin & David Naimon,Unknown,White,FALSE
Ursula Vernon,Woman,White,FALSE
Uschi Zietsch,Woman,White,FALSE
V. Castro,Woman,Hispanic,FALSE
V.A Lewis,Man,White,FALSE
V.E. Schwab,Woman,White,FALSE
V.M. Jaskiernia,Woman,White,FALSE
Val Neil,Man,White,FALSE
Valerie Valdes,Woman,Hispanic,FALSE
Vandana Singh,Woman,Asian,FALSE
Vanessa Len,Woman,Asian,FALSE
Vashti Hardy,Woman,White,FALSE
Vaughan W. Smith,Man,White,FALSE
Vernor Vinge,Man,White,FALSE
Veronica Belmont,Woman,White,FALSE
Veronica G. Henry,Woman,Black,FALSE
Veronica Schanoes,Woman,White,FALSE
Vichet Ou,Unknown,Unknown,None
Victor Fernando R. Ocampo,Man,Asian,FALSE
Victor LaValle,Man,Black,FALSE
Victoria Aveline,Woman,White,FALSE
Victoria Aveyard,Woman,White,FALSE
Victoria Goddard,Woman,White,FALSE
Victoria Lee,Nonbinary,White,TRUE
Victoriano Cardenas,Nonbinary,Hispanic,TRUE
Vikram Paralkar,Man,Asian,TRUE
Vina Jie-Min Prasad,Woman,Asian,FALSE
Vincent Tassy,Man,White,FALSE
Violet Kupersmith,Woman,Asian,FALSE
Virginia M. Mohlere,Woman,White,FALSE
Virginia Woolf,Woman,White,FALSE
Vista McDowall,Woman,White,FALSE
Vivek Shraya,Woman,Asian,TRUE
Vivian Shaw,Woman,White,TRUE
Vivian Vande Velde,Woman,White,FALSE
Voltaire,Man,White,FALSE
Vonda N. McIntyre,Woman,White,FALSE
W.M. Akers,Man,White,FALSE
W.P. Kimball,Unknown,Unknown,None
W.R. MacNeill,Unknown,Unknown,None
Walter E. Meyers,Man,White,FALSE
Walter Goodwater,Man,White,FALSE
Walter M. Miller Jr.,Man,White,FALSE
Walter Moers,Man,White,FALSE
Walter Simonson,Man,White,FALSE
Walter Tevis,Man,White,FALSE
Warden1207,Unknown,Unknown,None
Warren Ellis,Man,White,FALSE
Wayne Barlowe,Man,White,FALSE
Wayne G. Hammond & Christina Scull,Unknown,White,FALSE
Webbonomicon,Unknown,Unknown,None
Wendy Webb,Woman,White,FALSE
Wesley Chu,Man,Asian,FALSE
Whitney Hill,Woman,White,FALSE
Wildbow,Man,White,FALSE
Wilkie Collins,Man,White,FALSE
Will McIntosh,Man,White,FALSE
Will Wight,Man,White,FALSE
Willa Reece,Woman,White,FALSE
William Alexander,Man,White,FALSE
William Blake,Man,White,FALSE
William C. Markham,Man,White,FALSE
William C. Tracy,Man,White,FALSE
William Faulkner,Man,White,FALSE
William Gibson,Man,White,FALSE
William Goldman,Man,White,FALSE
William Horwood,Man,White,FALSE
William Morris,Man,White,FALSE
William R. Bennett,Man,White,FALSE
William Ritter,Man,White,FALSE
William Shakespeare,Man,White,TRUE
William Strunk Jr.,Man,White,FALSE
Wizards of the Coast,Unknown,Unknown,None
Wole Talabi,Man,Black,FALSE
Wray Delaney,Woman,White,FALSE
Wren Douglas,Nonbinary,White,TRUE
Wu Cheng'En,Man,Asian,FALSE
Wyman Guin,Man,White,FALSE
Xander Boyce,Man,White,FALSE
Xia Jia,Woman,Asian,FALSE
Xiran Jay Zhao,Nonbinary,Asian,TRUE
Ya Boy,Man,White,FALSE
Yahtzee Croshaw,Man,White,FALSE
Yan Baibai,Woman,Asian,FALSE
Yan Ge,Woman,Asian,FALSE
Yan Huo Cheng Cheng,Man,Asian,FALSE
Yana Toboso,Woman,Asian,FALSE
Yangsze Choo,Woman,Asian,FALSE
Yaroslav Barsukov,Man,White,FALSE
Yei Theodora Ozaki,Woman,Asian,FALSE
Yens Wahlgren,Man,White,FALSE
Yoav Blum,Man,White,FALSE
Yoko Ogawa,Woman,Asian,FALSE
Yoo Ryeo Han,Man,Asian,FALSE
Yoon Ha Lee,Man,Asian,TRUE
Yoon Ha Lee & Becky Chambers & Rivers Solomon & S.L. Huang,Unknown,Asian,TRUE
Yoshihiro Togashi,Man,Asian,FALSE
Yoss,Man,Hispanic,FALSE
Yrsa Sigurdardottir,Woman,White,FALSE
Yrsillar,Man,White,FALSE
Yu Chen & Regina Kanyu Wang,Nonbinary,Asian,TRUE
Yudhanjaya Wijeratne,Man,Asian,FALSE
Yukito Ayatsuji,Man,Asian,FALSE
Yuval Noah Harari,Man,White,FALSE
Yvonne Navarro,Woman,Hispanic,FALSE
Zacariah Dracoulis,Man,White,FALSE
Zack Argyle,Man,White,FALSE
Zack Jordan,Man,White,FALSE
Zamil Akhtar,Man,Asian,FALSE
Zen Cho,Woman,Asian,FALSE
Zeyn Joukhadar,Man,Asian,TRUE
Zilpha Keatley Snyder,Woman,White,FALSE
Zin E. Rocklyn,Woman,Black,TRUE
Zita Eva Rohr & Lisa Benz,Woman,White,FALSE
Zoe Hana Mikuta,Woman,Asian,TRUE
Zoe Reed,Man,White,TRUE
Zogarth,Man,White,FALSE
Zoraida Cordova,Woman,Hispanic,FALSE
